,MM/DD/YYYY,YEAR,MONTH,DAY,TMAX,TMIN
13760,1906-09-12,1906,9,12,272.0,222.0
13761,1906-09-13,1906,9,13,289.0,233.0
13762,1906-09-14,1906,9,14,256.0,167.0
13763,1906-09-15,1906,9,15,206.0,128.0
13764,1906-09-16,1906,9,16,200.0,111.0
13765,1906-09-17,1906,9,17,244.0,156.0
13766,1906-09-18,1906,9,18,306.0,189.0
13767,1906-09-19,1906,9,19,322.0,233.0
13768,1906-09-20,1906,9,20,267.0,250.0
13769,1906-09-21,1906,9,21,294.0,239.0
13770,1906-09-22,1906,9,22,244.0,200.0
13771,1906-09-23,1906,9,23,267.0,194.0
13772,1906-09-24,1906,9,24,189.0,128.0
13773,1906-09-25,1906,9,25,194.0,100.0
13774,1906-09-26,1906,9,26,233.0,133.0
13775,1906-09-27,1906,9,27,228.0,167.0
13776,1906-09-28,1906,9,28,228.0,150.0
13777,1906-09-29,1906,9,29,217.0,150.0
13778,1906-09-30,1906,9,30,233.0,122.0
13779,1906-10-01,1906,10,1,156.0,89.0
13780,1906-10-02,1906,10,2,189.0,133.0
13781,1906-10-03,1906,10,3,194.0,150.0
13782,1906-10-04,1906,10,4,194.0,150.0
13783,1906-10-05,1906,10,5,222.0,178.0
13784,1906-10-06,1906,10,6,222.0,133.0
13785,1906-10-07,1906,10,7,150.0,106.0
13786,1906-10-08,1906,10,8,167.0,72.0
13787,1906-10-09,1906,10,9,233.0,111.0
13788,1906-10-10,1906,10,10,139.0,89.0
13789,1906-10-11,1906,10,11,94.0,61.0
13790,1906-10-12,1906,10,12,117.0,44.0
13791,1906-10-13,1906,10,13,128.0,56.0
13792,1906-10-14,1906,10,14,172.0,78.0
13793,1906-10-15,1906,10,15,189.0,100.0
13794,1906-10-16,1906,10,16,189.0,122.0
13795,1906-10-17,1906,10,17,144.0,111.0
13796,1906-10-18,1906,10,18,167.0,117.0
13797,1906-10-19,1906,10,19,228.0,161.0
13798,1906-10-20,1906,10,20,217.0,161.0
13799,1906-10-21,1906,10,21,167.0,150.0
13800,1906-10-22,1906,10,22,161.0,133.0
13801,1906-10-23,1906,10,23,222.0,150.0
13802,1906-10-24,1906,10,24,189.0,139.0
13803,1906-10-25,1906,10,25,217.0,128.0
13804,1906-10-26,1906,10,26,178.0,100.0
13805,1906-10-27,1906,10,27,206.0,128.0
13806,1906-10-28,1906,10,28,150.0,89.0
13807,1906-10-29,1906,10,29,94.0,72.0
13808,1906-10-30,1906,10,30,144.0,89.0
13809,1906-10-31,1906,10,31,106.0,56.0
13810,1906-11-01,1906,11,1,94.0,33.0
13811,1906-11-02,1906,11,2,139.0,33.0
13812,1906-11-03,1906,11,3,161.0,33.0
13813,1906-11-04,1906,11,4,111.0,44.0
13814,1906-11-05,1906,11,5,128.0,22.0
13815,1906-11-06,1906,11,6,122.0,33.0
13816,1906-11-07,1906,11,7,111.0,33.0
13817,1906-11-08,1906,11,8,83.0,22.0
13818,1906-11-09,1906,11,9,117.0,39.0
13819,1906-11-10,1906,11,10,128.0,89.0
13820,1906-11-11,1906,11,11,111.0,50.0
13821,1906-11-12,1906,11,12,78.0,33.0
13822,1906-11-13,1906,11,13,56.0,22.0
13823,1906-11-14,1906,11,14,67.0,22.0
13824,1906-11-15,1906,11,15,50.0,17.0
13825,1906-11-16,1906,11,16,61.0,28.0
13826,1906-11-17,1906,11,17,111.0,22.0
13827,1906-11-18,1906,11,18,183.0,100.0
13828,1906-11-19,1906,11,19,183.0,139.0
13829,1906-11-20,1906,11,20,156.0,111.0
13830,1906-11-21,1906,11,21,111.0,89.0
13831,1906-11-22,1906,11,22,150.0,78.0
13832,1906-11-23,1906,11,23,83.0,56.0
13833,1906-11-24,1906,11,24,72.0,39.0
13834,1906-11-25,1906,11,25,117.0,33.0
13835,1906-11-26,1906,11,26,128.0,72.0
13836,1906-11-27,1906,11,27,139.0,78.0
13837,1906-11-28,1906,11,28,78.0,44.0
13838,1906-11-29,1906,11,29,44.0,-17.0
13839,1906-11-30,1906,11,30,72.0,-17.0
13840,1906-12-01,1906,12,1,100.0,0.0
13841,1906-12-02,1906,12,2,33.0,-44.0
13842,1906-12-03,1906,12,3,50.0,-78.0
13843,1906-12-04,1906,12,4,-33.0,-106.0
13844,1906-12-05,1906,12,5,56.0,-33.0
13845,1906-12-06,1906,12,6,133.0,17.0
13846,1906-12-07,1906,12,7,83.0,-106.0
13847,1906-12-08,1906,12,8,-6.0,-111.0
13848,1906-12-09,1906,12,9,-6.0,-50.0
13849,1906-12-10,1906,12,10,50.0,-28.0
13850,1906-12-11,1906,12,11,44.0,-67.0
13851,1906-12-12,1906,12,12,11.0,-83.0
13852,1906-12-13,1906,12,13,72.0,-11.0
13853,1906-12-14,1906,12,14,56.0,17.0
13854,1906-12-15,1906,12,15,144.0,56.0
13855,1906-12-16,1906,12,16,100.0,39.0
13856,1906-12-17,1906,12,17,56.0,17.0
13857,1906-12-18,1906,12,18,22.0,-67.0
13858,1906-12-19,1906,12,19,0.0,-83.0
13859,1906-12-20,1906,12,20,78.0,0.0
13860,1906-12-21,1906,12,21,83.0,44.0
13861,1906-12-22,1906,12,22,83.0,-6.0
13862,1906-12-23,1906,12,23,-11.0,-94.0
13863,1906-12-24,1906,12,24,-67.0,-111.0
13864,1906-12-25,1906,12,25,-28.0,-83.0
13865,1906-12-26,1906,12,26,33.0,-33.0
13866,1906-12-27,1906,12,27,56.0,-6.0
13867,1906-12-28,1906,12,28,78.0,28.0
13868,1906-12-29,1906,12,29,83.0,61.0
13869,1906-12-30,1906,12,30,72.0,56.0
13870,1906-12-31,1906,12,31,150.0,56.0
13871,1907-01-01,1907,1,1,128.0,61.0
13872,1907-01-02,1907,1,2,56.0,33.0
13873,1907-01-03,1907,1,3,111.0,33.0
13874,1907-01-04,1907,1,4,156.0,39.0
13875,1907-01-05,1907,1,5,106.0,33.0
13876,1907-01-06,1907,1,6,111.0,50.0
13877,1907-01-07,1907,1,7,178.0,94.0
13878,1907-01-08,1907,1,8,156.0,61.0
13879,1907-01-09,1907,1,9,89.0,-44.0
13880,1907-01-10,1907,1,10,33.0,-50.0
13881,1907-01-11,1907,1,11,78.0,22.0
13882,1907-01-12,1907,1,12,83.0,39.0
13883,1907-01-13,1907,1,13,72.0,33.0
13884,1907-01-14,1907,1,14,67.0,39.0
13885,1907-01-15,1907,1,15,72.0,-28.0
13886,1907-01-16,1907,1,16,-33.0,-61.0
13887,1907-01-17,1907,1,17,-50.0,-100.0
13888,1907-01-18,1907,1,18,39.0,-44.0
13889,1907-01-19,1907,1,19,89.0,17.0
13890,1907-01-20,1907,1,20,144.0,6.0
13891,1907-01-21,1907,1,21,6.0,-44.0
13892,1907-01-22,1907,1,22,50.0,-61.0
13893,1907-01-23,1907,1,23,-67.0,-133.0
13894,1907-01-24,1907,1,24,-44.0,-156.0
13895,1907-01-25,1907,1,25,22.0,-67.0
13896,1907-01-26,1907,1,26,17.0,-83.0
13897,1907-01-27,1907,1,27,-28.0,-100.0
13898,1907-01-28,1907,1,28,0.0,-78.0
13899,1907-01-29,1907,1,29,11.0,-50.0
13900,1907-01-30,1907,1,30,28.0,-61.0
13901,1907-01-31,1907,1,31,6.0,-100.0
13902,1907-02-01,1907,2,1,33.0,6.0
13903,1907-02-02,1907,2,2,83.0,22.0
13904,1907-02-03,1907,2,3,56.0,-56.0
13905,1907-02-04,1907,2,4,-28.0,-67.0
13906,1907-02-05,1907,2,5,-56.0,-72.0
13907,1907-02-06,1907,2,6,-67.0,-100.0
13908,1907-02-07,1907,2,7,-22.0,-111.0
13909,1907-02-08,1907,2,8,-28.0,-78.0
13910,1907-02-09,1907,2,9,6.0,-83.0
13911,1907-02-10,1907,2,10,61.0,-6.0
13912,1907-02-11,1907,2,11,6.0,-133.0
13913,1907-02-12,1907,2,12,-94.0,-144.0
13914,1907-02-13,1907,2,13,-6.0,-128.0
13915,1907-02-14,1907,2,14,61.0,-17.0
13916,1907-02-15,1907,2,15,0.0,-56.0
13917,1907-02-16,1907,2,16,44.0,-28.0
13918,1907-02-17,1907,2,17,33.0,-94.0
13919,1907-02-18,1907,2,18,0.0,-106.0
13920,1907-02-19,1907,2,19,67.0,-39.0
13921,1907-02-20,1907,2,20,33.0,6.0
13922,1907-02-21,1907,2,21,17.0,-72.0
13923,1907-02-22,1907,2,22,-44.0,-111.0
13924,1907-02-23,1907,2,23,-61.0,-122.0
13925,1907-02-24,1907,2,24,17.0,-111.0
13926,1907-02-25,1907,2,25,33.0,-67.0
13927,1907-02-26,1907,2,26,-6.0,-83.0
13928,1907-02-27,1907,2,27,-11.0,-89.0
13929,1907-02-28,1907,2,28,-6.0,-111.0
13930,1907-03-01,1907,3,1,0.0,-50.0
13931,1907-03-02,1907,3,2,83.0,6.0
13932,1907-03-03,1907,3,3,56.0,-17.0
13933,1907-03-04,1907,3,4,11.0,-56.0
13934,1907-03-05,1907,3,5,44.0,-50.0
13935,1907-03-06,1907,3,6,44.0,-61.0
13936,1907-03-07,1907,3,7,28.0,-78.0
13937,1907-03-08,1907,3,8,50.0,-11.0
13938,1907-03-09,1907,3,9,50.0,0.0
13939,1907-03-10,1907,3,10,-6.0,-28.0
13940,1907-03-11,1907,3,11,50.0,-33.0
13941,1907-03-12,1907,3,12,67.0,-11.0
13942,1907-03-13,1907,3,13,106.0,50.0
13943,1907-03-14,1907,3,14,144.0,44.0
13944,1907-03-15,1907,3,15,94.0,39.0
13945,1907-03-16,1907,3,16,106.0,28.0
13946,1907-03-17,1907,3,17,156.0,50.0
13947,1907-03-18,1907,3,18,117.0,33.0
13948,1907-03-19,1907,3,19,78.0,17.0
13949,1907-03-20,1907,3,20,78.0,11.0
13950,1907-03-21,1907,3,21,106.0,-6.0
13951,1907-03-22,1907,3,22,172.0,67.0
13952,1907-03-23,1907,3,23,222.0,111.0
13953,1907-03-24,1907,3,24,111.0,28.0
13954,1907-03-25,1907,3,25,100.0,6.0
13955,1907-03-26,1907,3,26,128.0,22.0
13956,1907-03-27,1907,3,27,144.0,61.0
13957,1907-03-28,1907,3,28,200.0,78.0
13958,1907-03-29,1907,3,29,233.0,144.0
13959,1907-03-30,1907,3,30,194.0,100.0
13960,1907-03-31,1907,3,31,133.0,56.0
13961,1907-04-01,1907,4,1,50.0,-11.0
13962,1907-04-02,1907,4,2,61.0,-22.0
13963,1907-04-03,1907,4,3,128.0,0.0
13964,1907-04-04,1907,4,4,144.0,50.0
13965,1907-04-05,1907,4,5,189.0,22.0
13966,1907-04-06,1907,4,6,89.0,6.0
13967,1907-04-07,1907,4,7,67.0,17.0
13968,1907-04-08,1907,4,8,67.0,33.0
13969,1907-04-09,1907,4,9,50.0,17.0
13970,1907-04-10,1907,4,10,67.0,33.0
13971,1907-04-11,1907,4,11,106.0,28.0
13972,1907-04-12,1907,4,12,117.0,44.0
13973,1907-04-13,1907,4,13,78.0,56.0
13974,1907-04-14,1907,4,14,106.0,33.0
13975,1907-04-15,1907,4,15,78.0,28.0
13976,1907-04-16,1907,4,16,111.0,50.0
13977,1907-04-17,1907,4,17,94.0,44.0
13978,1907-04-18,1907,4,18,94.0,39.0
13979,1907-04-19,1907,4,19,67.0,28.0
13980,1907-04-20,1907,4,20,94.0,28.0
13981,1907-04-21,1907,4,21,117.0,6.0
13982,1907-04-22,1907,4,22,178.0,67.0
13983,1907-04-23,1907,4,23,139.0,94.0
13984,1907-04-24,1907,4,24,150.0,89.0
13985,1907-04-25,1907,4,25,233.0,100.0
13986,1907-04-26,1907,4,26,222.0,133.0
13987,1907-04-27,1907,4,27,167.0,83.0
13988,1907-04-28,1907,4,28,111.0,72.0
13989,1907-04-29,1907,4,29,189.0,100.0
13990,1907-04-30,1907,4,30,200.0,133.0
13991,1907-05-01,1907,5,1,183.0,117.0
13992,1907-05-02,1907,5,2,144.0,94.0
13993,1907-05-03,1907,5,3,144.0,83.0
13994,1907-05-04,1907,5,4,194.0,67.0
13995,1907-05-05,1907,5,5,161.0,56.0
13996,1907-05-06,1907,5,6,139.0,106.0
13997,1907-05-07,1907,5,7,167.0,128.0
13998,1907-05-08,1907,5,8,200.0,133.0
13999,1907-05-09,1907,5,9,161.0,117.0
14000,1907-05-10,1907,5,10,244.0,111.0
14001,1907-05-11,1907,5,11,128.0,61.0
14002,1907-05-12,1907,5,12,144.0,44.0
14003,1907-05-13,1907,5,13,228.0,89.0
14004,1907-05-14,1907,5,14,294.0,133.0
14005,1907-05-15,1907,5,15,189.0,117.0
14006,1907-05-16,1907,5,16,233.0,150.0
14007,1907-05-17,1907,5,17,156.0,128.0
14008,1907-05-18,1907,5,18,233.0,111.0
14009,1907-05-19,1907,5,19,250.0,167.0
14010,1907-05-20,1907,5,20,189.0,72.0
14011,1907-05-21,1907,5,21,122.0,44.0
14012,1907-05-22,1907,5,22,167.0,56.0
14013,1907-05-23,1907,5,23,144.0,100.0
14014,1907-05-24,1907,5,24,194.0,100.0
14015,1907-05-25,1907,5,25,156.0,89.0
14016,1907-05-26,1907,5,26,117.0,78.0
14017,1907-05-27,1907,5,27,139.0,89.0
14018,1907-05-28,1907,5,28,144.0,61.0
14019,1907-05-29,1907,5,29,183.0,72.0
14020,1907-05-30,1907,5,30,183.0,83.0
14021,1907-05-31,1907,5,31,183.0,128.0
14022,1907-06-01,1907,6,1,178.0,111.0
14023,1907-06-02,1907,6,2,111.0,89.0
14024,1907-06-03,1907,6,3,150.0,94.0
14025,1907-06-04,1907,6,4,217.0,128.0
14026,1907-06-05,1907,6,5,200.0,144.0
14027,1907-06-06,1907,6,6,194.0,139.0
14028,1907-06-07,1907,6,7,211.0,133.0
14029,1907-06-08,1907,6,8,233.0,156.0
14030,1907-06-09,1907,6,9,211.0,139.0
14031,1907-06-10,1907,6,10,200.0,128.0
14032,1907-06-11,1907,6,11,200.0,128.0
14033,1907-06-12,1907,6,12,211.0,128.0
14034,1907-06-13,1907,6,13,211.0,122.0
14035,1907-06-14,1907,6,14,156.0,122.0
14036,1907-06-15,1907,6,15,283.0,150.0
14037,1907-06-16,1907,6,16,300.0,167.0
14038,1907-06-17,1907,6,17,300.0,200.0
14039,1907-06-18,1907,6,18,300.0,217.0
14040,1907-06-19,1907,6,19,289.0,211.0
14041,1907-06-20,1907,6,20,283.0,194.0
14042,1907-06-21,1907,6,21,317.0,217.0
14043,1907-06-22,1907,6,22,322.0,228.0
14044,1907-06-23,1907,6,23,322.0,228.0
14045,1907-06-24,1907,6,24,289.0,222.0
14046,1907-06-25,1907,6,25,317.0,222.0
14047,1907-06-26,1907,6,26,317.0,211.0
14048,1907-06-27,1907,6,27,256.0,178.0
14049,1907-06-28,1907,6,28,300.0,183.0
14050,1907-06-29,1907,6,29,233.0,183.0
14051,1907-06-30,1907,6,30,244.0,183.0
14052,1907-07-01,1907,7,1,317.0,194.0
14053,1907-07-02,1907,7,2,311.0,222.0
14054,1907-07-03,1907,7,3,261.0,189.0
14055,1907-07-04,1907,7,4,278.0,194.0
14056,1907-07-05,1907,7,5,294.0,189.0
14057,1907-07-06,1907,7,6,311.0,211.0
14058,1907-07-07,1907,7,7,306.0,217.0
14059,1907-07-08,1907,7,8,317.0,233.0
14060,1907-07-09,1907,7,9,294.0,233.0
14061,1907-07-10,1907,7,10,294.0,211.0
14062,1907-07-11,1907,7,11,250.0,222.0
14063,1907-07-12,1907,7,12,289.0,222.0
14064,1907-07-13,1907,7,13,272.0,194.0
14065,1907-07-14,1907,7,14,283.0,211.0
14066,1907-07-15,1907,7,15,289.0,206.0
14067,1907-07-16,1907,7,16,289.0,228.0
14068,1907-07-17,1907,7,17,328.0,261.0
14069,1907-07-18,1907,7,18,317.0,261.0
14070,1907-07-19,1907,7,19,322.0,239.0
14071,1907-07-20,1907,7,20,289.0,233.0
14072,1907-07-21,1907,7,21,283.0,211.0
14073,1907-07-22,1907,7,22,267.0,194.0
14074,1907-07-23,1907,7,23,289.0,239.0
14075,1907-07-24,1907,7,24,283.0,211.0
14076,1907-07-25,1907,7,25,322.0,239.0
14077,1907-07-26,1907,7,26,283.0,200.0
14078,1907-07-27,1907,7,27,272.0,178.0
14079,1907-07-28,1907,7,28,272.0,194.0
14080,1907-07-29,1907,7,29,244.0,206.0
14081,1907-07-30,1907,7,30,306.0,211.0
14082,1907-07-31,1907,7,31,300.0,200.0
14083,1907-08-01,1907,8,1,283.0,222.0
14084,1907-08-02,1907,8,2,311.0,228.0
14085,1907-08-03,1907,8,3,283.0,217.0
14086,1907-08-04,1907,8,4,267.0,172.0
14087,1907-08-05,1907,8,5,267.0,183.0
14088,1907-08-06,1907,8,6,306.0,217.0
14089,1907-08-07,1907,8,7,317.0,233.0
14090,1907-08-08,1907,8,8,322.0,244.0
14091,1907-08-09,1907,8,9,256.0,228.0
14092,1907-08-10,1907,8,10,289.0,217.0
14093,1907-08-11,1907,8,11,311.0,211.0
14094,1907-08-12,1907,8,12,333.0,228.0
14095,1907-08-13,1907,8,13,289.0,217.0
14096,1907-08-14,1907,8,14,256.0,172.0
14097,1907-08-15,1907,8,15,261.0,161.0
14098,1907-08-16,1907,8,16,244.0,183.0
14099,1907-08-17,1907,8,17,283.0,211.0
14100,1907-08-18,1907,8,18,283.0,211.0
14101,1907-08-19,1907,8,19,267.0,178.0
14102,1907-08-20,1907,8,20,294.0,206.0
14103,1907-08-21,1907,8,21,283.0,211.0
14104,1907-08-22,1907,8,22,256.0,183.0
14105,1907-08-23,1907,8,23,239.0,189.0
14106,1907-08-24,1907,8,24,211.0,167.0
14107,1907-08-25,1907,8,25,256.0,194.0
14108,1907-08-26,1907,8,26,233.0,161.0
14109,1907-08-27,1907,8,27,217.0,156.0
14110,1907-08-28,1907,8,28,256.0,172.0
14111,1907-08-29,1907,8,29,244.0,156.0
14112,1907-08-30,1907,8,30,239.0,150.0
14113,1907-08-31,1907,8,31,239.0,161.0
14114,1907-09-01,1907,9,1,250.0,144.0
14115,1907-09-02,1907,9,2,256.0,189.0
14116,1907-09-03,1907,9,3,289.0,228.0
14117,1907-09-04,1907,9,4,278.0,250.0
14118,1907-09-05,1907,9,5,294.0,250.0
14119,1907-09-06,1907,9,6,250.0,211.0
14120,1907-09-07,1907,9,7,267.0,189.0
14121,1907-09-08,1907,9,8,244.0,211.0
14122,1907-09-09,1907,9,9,233.0,211.0
14123,1907-09-10,1907,9,10,239.0,211.0
14124,1907-09-11,1907,9,11,261.0,183.0
14125,1907-09-12,1907,9,12,239.0,167.0
14126,1907-09-13,1907,9,13,256.0,167.0
14127,1907-09-14,1907,9,14,267.0,183.0
14128,1907-09-15,1907,9,15,272.0,189.0
14129,1907-09-16,1907,9,16,283.0,206.0
14130,1907-09-17,1907,9,17,283.0,217.0
14131,1907-09-18,1907,9,18,217.0,156.0
14132,1907-09-19,1907,9,19,172.0,139.0
14133,1907-09-20,1907,9,20,228.0,167.0
14134,1907-09-21,1907,9,21,300.0,222.0
14135,1907-09-22,1907,9,22,239.0,172.0
14136,1907-09-23,1907,9,23,233.0,167.0
14137,1907-09-24,1907,9,24,283.0,200.0
14138,1907-09-25,1907,9,25,206.0,111.0
14139,1907-09-26,1907,9,26,156.0,94.0
14140,1907-09-27,1907,9,27,167.0,111.0
14141,1907-09-28,1907,9,28,206.0,156.0
14142,1907-09-29,1907,9,29,183.0,133.0
14143,1907-09-30,1907,9,30,189.0,128.0
14144,1907-10-01,1907,10,1,156.0,106.0
14145,1907-10-02,1907,10,2,172.0,89.0
14146,1907-10-03,1907,10,3,222.0,133.0
14147,1907-10-04,1907,10,4,233.0,172.0
14148,1907-10-05,1907,10,5,178.0,117.0
14149,1907-10-06,1907,10,6,161.0,94.0
14150,1907-10-07,1907,10,7,222.0,150.0
14151,1907-10-08,1907,10,8,217.0,83.0
14152,1907-10-09,1907,10,9,144.0,67.0
14153,1907-10-10,1907,10,10,156.0,100.0
14154,1907-10-11,1907,10,11,178.0,133.0
14155,1907-10-12,1907,10,12,144.0,100.0
14156,1907-10-13,1907,10,13,128.0,78.0
14157,1907-10-14,1907,10,14,133.0,67.0
14158,1907-10-15,1907,10,15,133.0,61.0
14159,1907-10-16,1907,10,16,167.0,72.0
14160,1907-10-17,1907,10,17,189.0,117.0
14161,1907-10-18,1907,10,18,189.0,67.0
14162,1907-10-19,1907,10,19,111.0,39.0
14163,1907-10-20,1907,10,20,122.0,56.0
14164,1907-10-21,1907,10,21,78.0,28.0
14165,1907-10-22,1907,10,22,133.0,50.0
14166,1907-10-23,1907,10,23,150.0,44.0
14167,1907-10-24,1907,10,24,106.0,28.0
14168,1907-10-25,1907,10,25,128.0,56.0
14169,1907-10-26,1907,10,26,94.0,39.0
14170,1907-10-27,1907,10,27,144.0,44.0
14171,1907-10-28,1907,10,28,172.0,122.0
14172,1907-10-29,1907,10,29,122.0,61.0
14173,1907-10-30,1907,10,30,83.0,28.0
14174,1907-10-31,1907,10,31,111.0,22.0
14175,1907-11-01,1907,11,1,128.0,44.0
14176,1907-11-02,1907,11,2,156.0,83.0
14177,1907-11-03,1907,11,3,150.0,94.0
14178,1907-11-04,1907,11,4,100.0,61.0
14179,1907-11-05,1907,11,5,150.0,56.0
14180,1907-11-06,1907,11,6,144.0,111.0
14181,1907-11-07,1907,11,7,133.0,72.0
14182,1907-11-08,1907,11,8,117.0,61.0
14183,1907-11-09,1907,11,9,139.0,67.0
14184,1907-11-10,1907,11,10,161.0,100.0
14185,1907-11-11,1907,11,11,100.0,44.0
14186,1907-11-12,1907,11,12,72.0,33.0
14187,1907-11-13,1907,11,13,89.0,39.0
14188,1907-11-14,1907,11,14,39.0,6.0
14189,1907-11-15,1907,11,15,83.0,6.0
14190,1907-11-16,1907,11,16,94.0,44.0
14191,1907-11-17,1907,11,17,83.0,28.0
14192,1907-11-18,1907,11,18,78.0,33.0
14193,1907-11-19,1907,11,19,106.0,56.0
14194,1907-11-20,1907,11,20,94.0,33.0
14195,1907-11-21,1907,11,21,133.0,61.0
14196,1907-11-22,1907,11,22,139.0,100.0
14197,1907-11-23,1907,11,23,100.0,72.0
14198,1907-11-24,1907,11,24,78.0,39.0
14199,1907-11-25,1907,11,25,72.0,50.0
14200,1907-11-26,1907,11,26,72.0,33.0
14201,1907-11-27,1907,11,27,72.0,50.0
14202,1907-11-28,1907,11,28,111.0,67.0
14203,1907-11-29,1907,11,29,61.0,33.0
14204,1907-11-30,1907,11,30,61.0,11.0
14205,1907-12-01,1907,12,1,44.0,6.0
14206,1907-12-02,1907,12,2,39.0,6.0
14207,1907-12-03,1907,12,3,11.0,-11.0
14208,1907-12-04,1907,12,4,0.0,-28.0
14209,1907-12-05,1907,12,5,6.0,-56.0
14210,1907-12-06,1907,12,6,39.0,0.0
14211,1907-12-07,1907,12,7,72.0,6.0
14212,1907-12-08,1907,12,8,100.0,17.0
14213,1907-12-09,1907,12,9,106.0,22.0
14214,1907-12-10,1907,12,10,133.0,100.0
14215,1907-12-11,1907,12,11,100.0,11.0
14216,1907-12-12,1907,12,12,17.0,-28.0
14217,1907-12-13,1907,12,13,22.0,-33.0
14218,1907-12-14,1907,12,14,44.0,6.0
14219,1907-12-15,1907,12,15,39.0,22.0
14220,1907-12-16,1907,12,16,50.0,17.0
14221,1907-12-17,1907,12,17,28.0,11.0
14222,1907-12-18,1907,12,18,22.0,0.0
14223,1907-12-19,1907,12,19,28.0,-6.0
14224,1907-12-20,1907,12,20,39.0,-28.0
14225,1907-12-21,1907,12,21,50.0,11.0
14226,1907-12-22,1907,12,22,67.0,11.0
14227,1907-12-23,1907,12,23,139.0,44.0
14228,1907-12-24,1907,12,24,100.0,33.0
14229,1907-12-25,1907,12,25,89.0,28.0
14230,1907-12-26,1907,12,26,67.0,44.0
14231,1907-12-27,1907,12,27,106.0,28.0
14232,1907-12-28,1907,12,28,122.0,61.0
14233,1907-12-29,1907,12,29,67.0,6.0
14234,1907-12-30,1907,12,30,111.0,61.0
14235,1907-12-31,1907,12,31,67.0,22.0
14236,1908-01-01,1908,1,1,56.0,17.0
14237,1908-01-02,1908,1,2,33.0,-6.0
14238,1908-01-03,1908,1,3,22.0,-22.0
14239,1908-01-04,1908,1,4,50.0,0.0
14240,1908-01-05,1908,1,5,44.0,-72.0
14241,1908-01-06,1908,1,6,17.0,-72.0
14242,1908-01-07,1908,1,7,89.0,-22.0
14243,1908-01-08,1908,1,8,50.0,22.0
14244,1908-01-09,1908,1,9,33.0,-39.0
14245,1908-01-10,1908,1,10,-11.0,-67.0
14246,1908-01-11,1908,1,11,61.0,-28.0
14247,1908-01-12,1908,1,12,94.0,50.0
14248,1908-01-13,1908,1,13,89.0,28.0
14249,1908-01-14,1908,1,14,28.0,-22.0
14250,1908-01-15,1908,1,15,56.0,-22.0
14251,1908-01-16,1908,1,16,56.0,-33.0
14252,1908-01-17,1908,1,17,33.0,-50.0
14253,1908-01-18,1908,1,18,39.0,0.0
14254,1908-01-19,1908,1,19,44.0,-17.0
14255,1908-01-20,1908,1,20,78.0,-33.0
14256,1908-01-21,1908,1,21,100.0,39.0
14257,1908-01-22,1908,1,22,94.0,11.0
14258,1908-01-23,1908,1,23,39.0,-6.0
14259,1908-01-24,1908,1,24,0.0,-67.0
14260,1908-01-25,1908,1,25,6.0,-78.0
14261,1908-01-26,1908,1,26,67.0,-17.0
14262,1908-01-27,1908,1,27,72.0,-44.0
14263,1908-01-28,1908,1,28,33.0,-56.0
14264,1908-01-29,1908,1,29,39.0,-100.0
14265,1908-01-30,1908,1,30,-78.0,-133.0
14266,1908-01-31,1908,1,31,-28.0,-128.0
14267,1908-02-01,1908,2,1,83.0,-56.0
14268,1908-02-02,1908,2,2,-28.0,-83.0
14269,1908-02-03,1908,2,3,-22.0,-83.0
14270,1908-02-04,1908,2,4,-78.0,-144.0
14271,1908-02-05,1908,2,5,0.0,-172.0
14272,1908-02-06,1908,2,6,44.0,-17.0
14273,1908-02-07,1908,2,7,-22.0,-61.0
14274,1908-02-08,1908,2,8,-61.0,-139.0
14275,1908-02-09,1908,2,9,-61.0,-144.0
14276,1908-02-10,1908,2,10,-22.0,-128.0
14277,1908-02-11,1908,2,11,39.0,-72.0
14278,1908-02-12,1908,2,12,22.0,-44.0
14279,1908-02-13,1908,2,13,33.0,-6.0
14280,1908-02-14,1908,2,14,89.0,22.0
14281,1908-02-15,1908,2,15,111.0,44.0
14282,1908-02-16,1908,2,16,44.0,-6.0
14283,1908-02-17,1908,2,17,11.0,-50.0
14284,1908-02-18,1908,2,18,-6.0,-67.0
14285,1908-02-19,1908,2,19,33.0,-28.0
14286,1908-02-20,1908,2,20,6.0,-56.0
14287,1908-02-21,1908,2,21,22.0,-61.0
14288,1908-02-22,1908,2,22,0.0,-72.0
14289,1908-02-23,1908,2,23,17.0,-83.0
14290,1908-02-24,1908,2,24,-28.0,-72.0
14291,1908-02-25,1908,2,25,17.0,-72.0
14292,1908-02-26,1908,2,26,72.0,6.0
14293,1908-02-27,1908,2,27,50.0,-17.0
14294,1908-02-28,1908,2,28,-22.0,-67.0
14295,1908-02-29,1908,2,29,-6.0,-78.0
14296,1908-03-01,1908,3,1,-6.0,-72.0
14297,1908-03-02,1908,3,2,44.0,-6.0
14298,1908-03-03,1908,3,3,28.0,-28.0
14299,1908-03-04,1908,3,4,6.0,-44.0
14300,1908-03-05,1908,3,5,33.0,-50.0
14301,1908-03-06,1908,3,6,17.0,-11.0
14302,1908-03-07,1908,3,7,78.0,11.0
14303,1908-03-08,1908,3,8,78.0,11.0
14304,1908-03-09,1908,3,9,56.0,-28.0
14305,1908-03-10,1908,3,10,39.0,-44.0
14306,1908-03-11,1908,3,11,117.0,17.0
14307,1908-03-12,1908,3,12,128.0,56.0
14308,1908-03-13,1908,3,13,122.0,44.0
14309,1908-03-14,1908,3,14,122.0,61.0
14310,1908-03-15,1908,3,15,128.0,67.0
